measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,572,Wisconsin,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,35.7804696,40.60502563,31.5879086
1,Deaths,572,Wisconsin,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,6.727854562,8.315422197,5.261505199
1,Deaths,572,Wisconsin,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,326.3660392,343.429194,310.28126
1,Deaths,572,Wisconsin,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,197.9258734,209.9148182,186.4663523
1,Deaths,523,Alabama,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,50.81078998,56.99010758,44.74838003
1,Deaths,523,Alabama,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,44.90684875,50.63600375,39.25576075
1,Deaths,523,Alabama,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,35.49397487,40.45681315,31.3035594
1,Deaths,523,Alabama,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,5.172974884,6.546298044,3.945141805
1,Deaths,523,Alabama,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,266.8788052,284.2945519,252.1388826
1,Deaths,523,Alabama,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,187.1494295,198.1379837,176.2025672
1,Deaths,524,Alaska,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,9.294052529,10.88079133,7.827874512
1,Deaths,524,Alaska,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,6.152653911,7.15559208,5.145592045
1,Deaths,524,Alaska,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,4.610156662,5.561272672,3.857287628
1,Deaths,524,Alaska,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,1.231872852,1.652920583,0.896323406
1,Deaths,524,Alaska,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,64.10449749,68.73258534,59.52066006
1,Deaths,524,Alaska,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,13.45811485,14.77765234,12.21754416
1,Deaths,527,California,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,352.1390411,383.3818505,319.9403581
1,Deaths,527,California,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,277.3046628,303.8376905,251.41672
1,Deaths,527,California,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,225.6411775,247.3114086,204.8174061
1,Deaths,527,California,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,27.74798074,33.09699767,23.31596259
1,Deaths,527,California,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,1879.004253,1971.875021,1785.025534
1,Deaths,527,California,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,1189.39669,1242.222205,1132.260525
1,Deaths,539,Kansas,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,3.245468041,4.149528607,2.509199215
1,Deaths,539,Kansas,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,165.1834183,174.8343521,156.1212298
1,Deaths,539,Kansas,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,100.4637643,107.8976176,93.83418613
1,Deaths,557,North Dakota,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,5.998924246,7.001720315,5.018097495
1,Deaths,557,North Dakota,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,5.188401881,6.248833883,4.253276068
1,Deaths,557,North Dakota,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,4.313625697,5.153362188,3.580293683
1,Deaths,557,North Dakota,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,0.898437671,1.160058911,0.676411436
1,Deaths,557,North Dakota,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,36.79015359,39.76136166,33.89373874
1,Deaths,557,North Dakota,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,27.09420299,29.61254327,24.79771502
1,Deaths,525,Arizona,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,65.02545756,72.65643153,58.38573493
1,Deaths,525,Arizona,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,49.30395063,54.83684522,44.24406939
1,Deaths,525,Arizona,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,36.47319464,41.28080038,32.10078846
1,Deaths,525,Arizona,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,6.015152129,7.366119322,4.75551749
1,Deaths,525,Arizona,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,329.7915772,347.1673015,311.938519
1,Deaths,525,Arizona,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,205.9007585,218.4083103,192.3551542
1,Deaths,558,Ohio,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,111.2788973,124.746021,99.73731468
1,Deaths,558,Ohio,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,88.1499257,98.59245715,78.80023987
1,Deaths,558,Ohio,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,70.28953328,79.33002246,62.78974908
1,Deaths,558,Ohio,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,13.6267059,16.67075883,10.80375305
1,Deaths,558,Ohio,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,664.9491736,697.6307142,632.2473332
1,Deaths,558,Ohio,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,410.3532457,431.8353567,388.5254395
